0
"instruct when did virgin australia start ?oper context virgin ,australia the trad nam of virgin ...a respons virgin australia commenc servic on 31 ...augu categori _closedqa :nam ,0 :dtyp object"
"instruct which i a speci of ?fish top or rop context nan respons top categori classif :nam ,1 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons sursingar i ,string ravann i .percuss categori classif :nam ,11869 :dtyp object"
"instruct ar ther rul that you should liv by to be ... context nan respons ther ar 6 rul of lif that work lik law ... categori _creativewt :nam ,11870 :dtyp object"
"instruct what ar the team in the nl central divis ... context nan respons the team that ar includ in the nat ...le categori _openqa :nam ,11871 :dtyp object"
"instruct what movi won best pictur at the oscar in 2023 context nan respons the movi everyth everywher all at onc ...wo categori _openqa :nam ,11872 :dtyp object"
"instruct who gav the slogan of quit india and simon ...go context nan respons yusuf meher categori _openqa :nam ,11873 :dtyp object"
"instruct what typ of youtub channel did danla bilic ...h context aktep first drew attent to herself by a ...se respons danla bilic start a makeup channel on .youtub categori _closedqa :nam ,11874 :dtyp object"
"instruct wher i ?khargon context nan respons khargon i a town in madhya pradesh ,india ...si categori _generalqa :nam ,11875 :dtyp object"
"instruct writ a diari entri for a dog that onli lik ... context nan respons todai wa a challeng ,dai after the quiet ...t categori _creativewt :nam ,11876 :dtyp object"
"instruct given thi paragraph about simon ,bolivar ...tell context simón josé antonio de la santísima trinidad ...bo respons simon bolivar wa born in ,caraca venezuela ...o categori _closedqa :nam ,11877 :dtyp object"
"instruct which i a speci of ?fish tailor or sailor context nan respons tailor categori classif :nam ,11878 :dtyp object"
"instruct tell me which of thes countri ha mor ...than context nan respons china and india categori classif :nam ,11879 :dtyp object"
"instruct why ar asian women’ fanc cloth so expens context nan respons the tradit asian cloth ar mad us ...l categori _creativewt :nam ,11880 :dtyp object"
"instruct when i the world 'teacher dai ?celebr context nan respons world 'teacher dai i celebr on 5th octob categori _openqa :nam ,11881 :dtyp object"
"instruct what do economt ?studi context nan respons economt studi the -decisionmak behavior ... categori _generalqa :nam ,11882 :dtyp object"
"instruct what wa the 97th rifl divis context the 97th rifl divis wa thric form a ...a respons the 97th rifl divis wa thric form a ...a categori _closedqa :nam ,11883 :dtyp object"
"instruct in a section label ""isaac 'asimov ...autobiogr context asimov publish three volum of ...autobiograph respons isaac 'asimov autobiographi \volumesn1979 - ...i categori _informationextract :nam ,11884 :dtyp object"
"instruct what should i do if my babi 'doesnt sleep in ...t context nan respons a few thing you can :\,checkn1 doe your ...babi categori brainstorm :nam ,11885 :dtyp object"
"instruct to which london club did mycroft holm belong context nan respons diogon categori _openqa :nam ,11886 :dtyp object"
"instruct classifi the follow el a metal or ...no context nan respons argon - nobl \gasniron - \metalncopp - ...meta categori classif :nam ,11887 :dtyp object"
"instruct what i ?photosynthesi context nan respons photosynthesi i the biolog process by ...wh categori _openqa :nam ,11888 :dtyp object"
"instruct given thi paragraph about the histori of the ... context when the modern olymp began in ,1896 the ...in respons spyridon loui wa the first winner of the ...oli categori _closedqa :nam ,11889 :dtyp object"
"instruct what happen if i let go of a helium ?balloon context nan respons becaus helium i lighter than ,air a helium ...b categori _openqa :nam ,11890 :dtyp object"
"instruct identifi the bird from the :list ,racoon ...gold context nan respons golden eagl categori classif :nam ,11891 :dtyp object"
"instruct nam a veri famou famili of compos & ...music context nan respons bach famili gav to the world few famou ...compo categori _openqa :nam ,11892 :dtyp object"
"instruct nam the person from bangladesh who won ...pulit context nan respons fahmida (azimpaint and stori )writer categori _openqa :nam ,11893 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons tro i ,string mangei i percuss categori classif :nam ,11894 :dtyp object"
"instruct you com across a bear which i brown in ...color context nan respons it i prob a black .bear black bear can ...h categori _generalqa :nam ,11895 :dtyp object"
"instruct which of thes sport ar team :sport ,golf ...b context nan respons ,golf ,box run and cycl ar ...individu categori classif :nam ,11896 :dtyp object"
"instruct how can i get from san francisco airport to ...do context nan respons to travel from san francisco airport to ...downto categori brainstorm :nam ,11897 :dtyp object"
"instruct what wa the last danc ?about context nan respons the netflix sport documentari the last danc ... categori _openqa :nam ,11898 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons taishogoto i ,string sheker i .percuss categori classif :nam ,11899 :dtyp object"
"instruct when going snowboard what equip will ...yo context nan respons ,snowboard ,glov ,boot bind categori classif :nam ,11900 :dtyp object"
"instruct who i the youngest driver to win a formula 1 ... context max verstappen i the youngest winner of a ...gra respons max verstappen i the youngest driver to win ...a categori _closedqa :nam ,11901 :dtyp object"
"instruct extract all of the nam of peopl mention ...i context toledo (:latin )toletum i mention by the ...ro respons • \livyn• marcu fulviu \nobiliorn• hilermu categori _informationextract :nam ,11902 :dtyp object"
"instruct 5 mistak to avoid in road trip context nan respons .1 tak enough \.watern2 keep som \.snacksn3 ... categori brainstorm :nam ,11903 :dtyp object"
"instruct why did christoph columbu think he had ...sail context nan respons the reason behind 'columbu belief that he ...had categori _generalqa :nam ,11904 :dtyp object"
"instruct classifi the below subst bas on their ...n context nan respons solid - ,old ,silver \platinumnga - methan categori classif :nam ,11905 :dtyp object"
"instruct compar middl eastern music and western music context nan respons if you hav onli listen to western ,music ...th categori _openqa :nam ,11906 :dtyp object"
"instruct what i summer hous the tv ?show context summer hous follow a group of nin friend ...w respons summer hous i a real tv show on bravo ...tha categori summar :nam ,11907 :dtyp object"
"instruct which i an imperi or a metric :measur ... context nan respons yard i ,imperi metr i metric categori classif :nam ,11908 :dtyp object"
"instruct writ a brief passag argu why beach ...vollei context nan respons beach volleyball i argu better than ...indoo categori _creativewt :nam ,11909 :dtyp object"
"instruct in the seri a song of ic and ,fir who i ...t context nan respons jano slynt categori _openqa :nam ,11910 :dtyp object"
"instruct what i the mean of ?lif context nan respons the world i a ,vast beautiful and complex ...pla categori _generalqa :nam ,11911 :dtyp object"
"instruct what ar the rul chang mad to baseball ...th context nan respons the mlb (major leagu )baseball associ ...ma categori _openqa :nam ,11912 :dtyp object"
"instruct what ar differ wai of data ?collect context gather data can be accomplish through a ...p respons gather data can be accomplish through a ...p categori _closedqa :nam ,11913 :dtyp object"
"instruct tell me about the film the catech cataclysm context the catech cataclysm i a 2011 ,...independ respons the catech cataclysm i a 2011 ,...independ categori _closedqa :nam ,11914 :dtyp object"
"instruct imagin that on ,dai a univers ...acknowledg context nan respons rather than being ,linear tim i a loop in ...th categori _creativewt :nam ,11915 :dtyp object"
"instruct why my laptop 'wont ?start context nan respons ther could be sever reason for :\-thisn1 ...i categori _generalqa :nam ,11916 :dtyp object"
"instruct wher did bo jackson attend ?colleg context nan respons auburn categori _openqa :nam ,11917 :dtyp object"
"instruct what boss ar ther and what i their loot ...i context nan respons in the gam “fortnite” ther ar current ...two categori _creativewt :nam ,11918 :dtyp object"
"instruct what affect ?tired context nan respons ther ar mani factor which affect ,...tired categori _generalqa :nam ,11919 :dtyp object"
"instruct wher i horsfieldia nervosa nervosa endem ?to context horsfieldia nervosa i a speci of plant in ...t respons borneo categori _informationextract :nam ,11920 :dtyp object"
"instruct what i -russiaukrain ?conflict context the -russoukrainian []war i an ongo ...inter respons the decis by ukrain to mov toward ...strong categori summar :nam ,11921 :dtyp object"
"instruct bas on the follow passag which dried ...fru context dried fruit i fruit from which the major ...o respons ,todai dried fruit consumpt i widespread ...a categori _informationextract :nam ,11922 :dtyp object"
"instruct what i a stand ?wheelchair context a stand wheelchair (also known a a ...standin respons a stand wheelchair i assist technologi ... categori summar :nam ,11923 :dtyp object"
"instruct what i the best wai to travel from ...philadelph context nan respons the quickest wai to travel from ,philadelphia ... categori _openqa :nam ,11924 :dtyp object"
"instruct what career did gel yan ?hav context gel yan (simplifi :chines ;严歌苓 ...tradit respons she i an ,author ,screenwrit and onc wa ...a categori _closedqa :nam ,11925 :dtyp object"
"instruct what i the best dai for cold ?call context nan respons data suggest that ther i no differ in ...w categori _generalqa :nam ,11926 :dtyp object"
"instruct classifi the nam of the prim minist ...bas context nan respons canada - justin ,trudeau paul \martinnfr -... categori classif :nam ,11927 :dtyp object"
"instruct wher i the best plac to get marri context nan respons in natur categori _generalqa :nam ,11928 :dtyp object"
"instruct what ar the common area of properti ...maintenan context nan respons mainten of a hom involv address the ... categori _openqa :nam ,11929 :dtyp object"
"instruct classifi each of thes a a red fruit or an ...or context nan respons red :fruit ,strawberri ,cherri \...raspberrynoran categori classif :nam ,11930 :dtyp object"
"instruct who ar the parent of vivek ?oberoi context vivek oberoi wa born in ,hyderabad ,...telangana respons suresh oberoi and .yashodhara categori _informationextract :nam ,11931 :dtyp object"
"instruct sort the follow volum in ascend :...order context nan respons 10000 imperi ounc (~284 )\litresn500 ...litr categori classif :nam ,11932 :dtyp object"
"instruct how do mcewan and sharp shar the sam ...parent context in ,2002 mcewan discov that he had a ...broth respons whil marri to a man who would die in ...combat categori summar :nam ,11933 :dtyp object"
"instruct tell me about holi and why so mani peopl in ...t context holi ( //)ˈhoʊliː i a popular and ...signific respons holi i an festiv celebr by hindu in ...in categori _closedqa :nam ,11934 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons yazheng i ,string rock gong i .percuss categori classif :nam ,11935 :dtyp object"
"instruct when wa mahatma gandhi ?born context mohanda karamchand gandhi (/,ˈɡɑːndi /ˈɡændi ... respons mahatma gandhi wa born on octob ,2 1869 categori _closedqa :nam ,11936 :dtyp object"
"instruct given thi ,paragraph what i the out of ...stat context for the undergradu class of ,2023 the ...un respons the out of stat accept rat at the ...univ categori _closedqa :nam ,11937 :dtyp object"
"instruct what servic doe microst ?offer context nan respons microst offer a varieti of differ ...servic categori _openqa :nam ,11938 :dtyp object"
"instruct how do i becom a data ?scientist context nan respons data scienc i a divers .field ther ar ...man categori _generalqa :nam ,11939 :dtyp object"
"instruct the founder of gupta dynasti wa context nan respons the founder of the gupta dynasti wa ...chandragu categori _openqa :nam ,11940 :dtyp object"
"instruct i competit ?healthi context nan respons competit i preval everywher in our ...soc categori _creativewt :nam ,11941 :dtyp object"
"instruct what ar the big fiv anim in africa ? context nan respons ,lion ,leopard ,rhino eleph and the water ...b categori brainstorm :nam ,11942 :dtyp object"
"instruct list down som point about militari bas ...from context a militari bas i a facil directli own ...a respons .1 a militari bas i a structur that i ...dir categori summar :nam ,11943 :dtyp object"
"instruct which i a speci of ?fish koi or toi context nan respons koi categori classif :nam ,11944 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons datong i ,string candomb drum i .percuss categori classif :nam ,11945 :dtyp object"
"instruct what wa the earli us of ?comput context nan respons earli comput wer meant to be us onli ...for categori _generalqa :nam ,11946 :dtyp object"
"instruct what i the mean of ''?akamai context the compani wa nam after ,akamai which ...mean respons clever categori _closedqa :nam ,11947 :dtyp object"
"instruct why ar ther so mani rul about tabl ?manner context nan respons well on big reason i that eat among ...other categori _generalqa :nam ,11948 :dtyp object"
"instruct what i a downcountri mountain ?bik context nan respons downcountri mountain bik first cam onto ...the categori _generalqa :nam ,11949 :dtyp object"
"instruct what i the best wai to get mor protein in ...my context nan respons ensur that at least %50 of each meal i ...consi categori _generalqa :nam ,11950 :dtyp object"
"instruct summaris from the given ,text why do peopl ...l context pet provid their ,owner or ,guardian both ... respons .1 pet benet their /ownersguardian both ...ph categori summar :nam ,11951 :dtyp object"
"instruct wa the uss rachel seaman built in the 20th ...ce context uss rachel seaman wa a wooden schooner ...purcha respons ,no it wa purchas dur the american ...civil categori _closedqa :nam ,11952 :dtyp object"
"instruct writ a script about a dystopian past wher ...wa context nan respons the order of the skvll i hold a sacr ...mee categori _creativewt :nam ,11953 :dtyp object"
"instruct nam som famou orang .cat context nan respons som famou orang cat includ ,tigger ...heathc categori classif :nam ,11954 :dtyp object"
"instruct when do muslim ?fast context nan respons muslim fast dur the holi month of ramadan ... categori _openqa :nam ,11955 :dtyp object"
"instruct who wa ?thal context nan respons thal wa a greek .mathematician he i ...famou categori _generalqa :nam ,11956 :dtyp object"
"instruct from thi list of american sport team ...catego context nan respons american :football chicago ,bear cincinnati ...b categori classif :nam ,11957 :dtyp object"
"instruct how do you cook the perfect ?pizza context nan respons the first thing you must do i preheat your ...ov categori _creativewt :nam ,11958 :dtyp object"
"instruct identifi which instru i string or ...woodwin context nan respons tembor i ,string tenoroon i .woodwind categori classif :nam ,11959 :dtyp object"
"instruct what i the differ between algebra and ...cal context nan respons algebra and calculu ar clos rel a ...mu categori _openqa :nam ,11960 :dtyp object"
"instruct from thi ,passag extract the nam of the ...th context amtrak california util a liveri and logo ...t respons capitol ,corridor san ,joaquin and pacif ...sur categori _informationextract :nam ,11961 :dtyp object"
"instruct giv me a quick exercis i can do everi dai context nan respons choos a -bodyweit exercis of your choic -... categori _openqa :nam ,11962 :dtyp object"
"instruct given thi paragraph about the rock band the ...b context get back i the first studio album by ...australi respons get back wa their first studio .album categori _closedqa :nam ,11963 :dtyp object"
"instruct how mani bowl gam hav the univers of ...geo context the georgia bulldog football program ...represen respons the univers of georgia football team i ...def categori summar :nam ,11964 :dtyp object"
"instruct provid 5 differ wai you could improv a ...t context nan respons .\1tremov clutter from common spac \.\...n2tad categori brainstorm :nam ,11965 :dtyp object"
"instruct what ar som good qual movi i can ?watch context nan respons ,moonlight everyth everywher all at ,onc ... categori brainstorm :nam ,11966 :dtyp object"
"instruct what i a speech languag ?pathologt context nan respons a speech languag pathologt ()slp assess ...and categori _generalqa :nam ,11967 :dtyp object"
"instruct what i the english football leagu ?system context nan respons the english football leagu ,system also ...known categori _openqa :nam ,11968 :dtyp object"
"instruct how do you mak ?monei context nan respons ther ar mani wai to mak .monei you can ...ap categori _openqa :nam ,11969 :dtyp object"
"instruct identifi which car manufactur i french or ...a context nan respons ram i ,american renault i french categori classif :nam ,11970 :dtyp object"
"instruct pleas describ what busi process map ... context busi process map refer to act ... respons busi process map describ the ...captur categori summar :nam ,11971 :dtyp object"
"instruct classifi which of thes car ar german ...brand context nan respons ,bmw merced benz and audi ar german car ...man categori classif :nam ,11972 :dtyp object"
"instruct in the seri a song of ic and ,fir who i ...t context nan respons togar bar ,emmon also known a togar ...the categori _openqa :nam ,11973 :dtyp object"
"instruct classifi the follow a """"anim or ""...inanim context nan respons :human \:animatenrock \:inanimatenhous ...ina categori classif :nam ,11974 :dtyp object"
"instruct list fiv titl by ..jk .rowl context nan respons harri potter and the 'sorcer ,ston the ...ick categori _openqa :nam ,11975 :dtyp object"
"instruct why i the sky ?blue context nan respons blue light travel in shorter ,wav thu it ...i categori _openqa :nam ,11976 :dtyp object"
"instruct what i the differ between aerob and ...ana context nan respons the differ between aerob and anaerob ...e categori _openqa :nam ,11977 :dtyp object"
"instruct nam all the movi in the harri potter seri context nan respons her i the list of all the movi in the ...harr categori _openqa :nam ,11978 :dtyp object"
"instruct what ar som common root veget for ?cook context nan respons common root veget to us in cook ...inclu categori brainstorm :nam ,11979 :dtyp object"
"instruct classifi each of the follow string a ...posi context nan respons :posit ':)', 'i lov ',you ''\...happynnegativ categori classif :nam ,11980 :dtyp object"
"instruct in the first few month how mani children ...wer context the children wer sent mainli to the four ...domi respons ,211000 children wer regist in the ...schem categori _closedqa :nam ,11981 :dtyp object"
"instruct what i the new format of world cup 2026 context on march ,14 ,2023 the fifa council approv ...a respons the fifa world cup 2026 will be host in ...cana categori summar :nam ,11982 :dtyp object"
"instruct what ar the common format of competit ...deb context nan respons - public \-forumn -\-lincolndouglasn \-...policyn categori _generalqa :nam ,11983 :dtyp object"
"instruct ar ther compani that build a plan end to ... context few compani produc plan on a larg ....scal respons a plan i typic not creat by a singl ...e categori _informationextract :nam ,11984 :dtyp object"
"instruct identifi which instru i string or ...percuss context nan respons cymbal i ,percuss kontigi i .string categori classif :nam ,11985 :dtyp object"
"instruct nam the novel for which dougla stuart won ...th context nan respons shuggi bain categori _openqa :nam ,11986 :dtyp object"
"instruct classifi each car a a ford or :tesla model ,...y context nan respons model :y \:teslanf150 \:fordnfocu \...fordnfiest categori classif :nam ,11987 :dtyp object"
"instruct which i a speci of ?fish tiger barb or ...sabr context nan respons tiger barb categori classif :nam ,11988 :dtyp object"
"instruct how did the introduct of broadband in ...india context nan respons the introduct of broadband in india in the ... categori _openqa :nam ,11989 :dtyp object"
"instruct in ,islam cateogor each of the follow ...a context nan respons pork and alcohol ar consid haram whil ...be categori classif :nam ,11990 :dtyp object"
"instruct giv me a list of actor who won an oscar in ...t context nan respons .1 brendan ,fraser ,2022 the \.whalen2 will ...sm categori brainstorm :nam ,11991 :dtyp object"
"instruct what i the largest countri in south america ...b context nan respons brasil i the largest countri in south ...america categori _openqa :nam ,11992 :dtyp object"
"instruct how long did it tak for ironwork to be ...com context by the first millennium ,bce ironwork had ...b respons ironwork wa introduc in northern africa ... categori _closedqa :nam ,11993 :dtyp object"
"instruct accord to thi ,paragraph what i the onli ... context hawaii (//həˈwaɪi ()listen --;həwyee :...hawaiian respons hawaii i the onli stat in north america ...that categori _closedqa :nam ,11994 :dtyp object"
"instruct writ a poem about a littl neurodivers boi ...w context nan respons i know a littl boi call \shanenh ha an ...am categori _creativewt :nam ,11995 :dtyp object"
"instruct among rock musician of the lat 20th ,...centuri context nan respons bon scott - \singerntommi lee - \...drummernseba categori classif :nam ,11996 :dtyp object"
"instruct nam the two citi in india in which kirbi ...bu context kirbi build system i a manufactur ...comp respons haridwar and hyderabad categori _closedqa :nam ,11997 :dtyp object"
"instruct which dicken novel i consid an ...autobiogr context nan respons david copperfield categori _openqa :nam ,11998 :dtyp object"
"instruct extract the nam of peopl mention and ...thei context angelo ,moriondo from ,turin i often ...erron respons angelo :moriondo patent a -steamdriven ...coff categori _informationextract :nam ,11999 :dtyp object"
"instruct what languag ar spoken in ?tunisia context the offici languag of tunisia i modern ...sta respons the offici languag of tunisia i modern ...sta categori _closedqa :nam ,12000 :dtyp object"
"instruct writ a poem about the stat of georgia context nan respons ,georgia georgia 'your alwai on my \...mindnand categori _creativewt :nam ,12001 :dtyp object"
"instruct what ar the nam of the four tenni grand ...sl context nan respons the four tenni grand slam tourna ar ...the categori _openqa :nam ,12002 :dtyp object"
"instruct which i the oldest civil in the ?world context nan respons the mesopotamia civil categori _openqa :nam ,12003 :dtyp object"
"instruct what i the weather lik in new ?jersei context nan respons new jersei i a stat in the northeastern ...part categori _generalqa :nam ,12004 :dtyp object"
"instruct extract the venu of each phish concert ...refer context on octob ,1 ,2008 the band announc on ...thei respons -hampton \-coliseumnfenwai \-parknr rock ...am categori _informationextract :nam ,12005 :dtyp object"
"instruct what i a pythagorean ?tripl context nan respons in ,mathemat a pythagorean tripl consist ... categori _generalqa :nam ,12006 :dtyp object"
"instruct extract the titl of the ,gam the nam of ...it context horizon zero dawn i a 2017 action -...roleplayin respons horizon zero ,dawn guerrilla ,gam aloi categori _informationextract :nam ,12007 :dtyp object"
"instruct 'what the architectur in maskava forst ...l context maskava foršt (:german moskauer )vorstadt ... respons the architectur of maskava foršt ...reflect categori _closedqa :nam ,12008 :dtyp object"
"instruct i ai a risk to ?human context nan respons artifici intellig ()ai i just a .tool ...l categori _generalqa :nam ,12009 :dtyp object"
"instruct what i ?rtg context nan respons -realtim gross settl ()rtg system ar ... categori _openqa :nam ,12010 :dtyp object"
"instruct from the passag ,provid extract the union ...t context south ,india also known a peninsular ,[...india4 respons andaman and nicobar ,island lakshadweep and ...p categori _informationextract :nam ,12011 :dtyp object"
"instruct classifi the below item bas on the typ of ... context nan respons :ac ,fan ,bulb air \:conditionersndc ...chargin categori classif :nam ,12012 :dtyp object"
"instruct what year did world war 2 ?end context nan respons 1945 categori _openqa :nam ,12013 :dtyp object"
"instruct giv me a sampl of three of australian .anim context nan respons ,kangaroo koala and emu ar three well known ...a categori brainstorm :nam ,12014 :dtyp object"
"instruct what doe it tak to becom an airplan pilot ... context nan respons to becom a pilot (---...airplanesingleengineland categori _generalqa :nam ,12015 :dtyp object"
"instruct what ar three citi on the east coast of ...flo context nan respons three citi on the east coast of florida ar ... categori _openqa :nam ,12016 :dtyp object"
"instruct tell me whether each of thes ski resort ar ... context nan respons big :bear \:californianmammoth \...californiannor categori classif :nam ,12017 :dtyp object"
"instruct mani peopl ar hesit to invest resourc ...t context nan respons som peopl do not want to wait until ...everyon categori _generalqa :nam ,12018 :dtyp object"
"instruct explain telephon number system of russia ? context nan respons the telephon number plan of the ussr wa ...a categori _creativewt :nam ,12019 :dtyp object"
"instruct giv me a list of the last icesk 'iv ...never context nan respons patin bauer vapor hyperlit senior marqu ...bau categori brainstorm :nam ,12020 :dtyp object"
"instruct classifi the below subst bas on their ...n context nan respons solid - ,copper \woodnliquid - ,water \...mercuri categori classif :nam ,12021 :dtyp object"
"instruct what ar som typic charact of siames ?cat context nan respons siames cat tend to hav ,slender long ...bodi categori _openqa :nam ,12022 :dtyp object"
"instruct besid a ,putter what other golf club would ... context nan respons ani low iron (1 thru )4 or fairwai wood which ... categori brainstorm :nam ,12023 :dtyp object"
"instruct how do i fix the engin of my ?car context nan respons thi would depend on how complex the repair ...jo categori brainstorm :nam ,12024 :dtyp object"
"instruct what caus an airplan wing to ?fly context nan respons a 'bernoulli princip ,explain becaus of ... categori _openqa :nam ,12025 :dtyp object"
"instruct identifi from thi list which ar crayola ...crai context nan respons razzl dazzl ,ros purpl ,pizzazz carn ... categori classif :nam ,12026 :dtyp object"
"instruct what i kendrick lamar famou ?for context nan respons kendrick lamar i famou for being a rapper categori _openqa :nam ,12027 :dtyp object"
"instruct identifi which car manufactur i german or ...a context nan respons tesla i ,american elektron motor i german categori classif :nam ,12028 :dtyp object"
"instruct think of three differ color that men ...suit context nan respons ,black ,blue grei categori brainstorm :nam ,12029 :dtyp object"
"instruct how do you mak the best shepherd ?pie context nan respons ther ar mani ingredi that go into a ...shep categori _creativewt :nam ,12030 :dtyp object"
"instruct us the two paragraph ,below when wa the ...u context ukrainian choru dumka of new york wa ...found respons the ukrainian choru dumka of new york wa ...fou categori _informationextract :nam ,12031 :dtyp object"
"instruct when i the first dai of summer ?2023 context nan respons ,wednesdai jun ,21 2023 categori _openqa :nam ,12032 :dtyp object"
"instruct i a career in public account a good wai to go context nan respons ye categori _openqa :nam ,12033 :dtyp object"
"instruct when clean a ,hous categor each of the ... context nan respons :broom \:usefulnmop \:usefulnvacuum \...usefulnsa categori classif :nam ,12034 :dtyp object"
"instruct what colour ar on the flag of the ?netherland context nan respons the flag of the netherland i predominantli ...b categori _openqa :nam ,12035 :dtyp object"
"instruct what i a synchron concurr algorithm ()?sca context nan respons a synchron concurr algorithm i an ...algor categori _generalqa :nam ,12036 :dtyp object"
"instruct bas on the abov passag classifi ...bermudian context bermuda (//;bərˈmjuːdə histor known a ...t respons black bermudian (%),60 whit bermudian (%)30 categori _informationextract :nam ,12037 :dtyp object"
"instruct what i the indigen nam for dunk ?island context dunk ,island known a coonanglebah in the ...warr respons dunk island i known a coonanglebah in the ...wa categori _closedqa :nam ,12038 :dtyp object"
"instruct think of a bunch of wai that you could clean ... context nan respons you can us a vacuum or bring in a rug ...cleaner categori brainstorm :nam ,12039 :dtyp object"
"instruct why do we grow two set of ?teeth context nan respons it might seem odd to replac a complet set ...of categori _openqa :nam ,12040 :dtyp object"
"instruct what i the best florida kei context nan respons ther ar so mani kei in florida to choos ...fr categori _creativewt :nam ,12041 :dtyp object"
"instruct what ar the new 7 wonder :citi context nan respons thes ar the new 7 wonder :\\-citiesnn ...durb categori brainstorm :nam ,12042 :dtyp object"
"instruct what i ?oracl context nan respons oracl i a compani that offer a scal ...and categori _openqa :nam ,12043 :dtyp object"
"instruct when wa the first newspap publish in the ... context nan respons ""publick occurr both forreign and ...domesti categori _openqa :nam ,12044 :dtyp object"
"instruct writ a short strategi on how to increas ...your context nan respons the gam of chess includ think sever ...mo categori _creativewt :nam ,12045 :dtyp object"
"instruct what typ of bbq can you get in north ?carolina context typ of \barbecuenjt about ani styl of ...bar respons you can get nearli ani kind of styl of ...barbec categori _informationextract :nam ,12046 :dtyp object"
"instruct can you summar for me in no mor than ...three context the littl engin that could i an american ...fo respons the littl engin that could i a 'children ...b categori summar :nam ,12047 :dtyp object"
"instruct what doe -bpafre ?mean context nan respons -bpafre refer to ani plastic or other ...mater categori _openqa :nam ,12048 :dtyp object"
"instruct classifi the follow a sport v other ...acti context nan respons :sport ,cricket ,run ,football ,golf ...swim categori classif :nam ,12049 :dtyp object"
"instruct when wa irina vysheslavska ?born context irina vysheslavska wa born in kiev on ...februar respons irina vysheslavska wa born on februari ,20 .1939 categori _closedqa :nam ,12050 :dtyp object"
"instruct i it better to ski or ?snowboard context nan respons thi depend on individu .prefer most ...pe categori _generalqa :nam ,12051 :dtyp object"
"instruct what i molecular ?biologi context nan respons molecular biologi i the branch of biologi ...tha categori _openqa :nam ,12052 :dtyp object"
"instruct what wa the 'world first -storedprogram ...comp context nan respons the manchest babi wa the 'world first ...stor categori _generalqa :nam ,12053 :dtyp object"
"instruct what should i do if my laptop ha been ?hack context nan respons if your laptop ha been ,hack you can be in ... categori brainstorm :nam ,12054 :dtyp object"
"instruct giv me list of last 10 presid of .u context nan respons ,sur her i the list of last 10 presid ...o categori brainstorm :nam ,12055 :dtyp object"
"instruct writ a brief histori of the world a told ...fro context nan respons the first thing i rememb i .dark i ...had categori _creativewt :nam ,12056 :dtyp object"
"instruct nam well known movi with georg .cloonei context nan respons well known movi with georg cloonei ar up ...i categori _openqa :nam ,12057 :dtyp object"
"instruct giv me a short bullet list of the kei ...point context the multivers i a hypothet group of ...mult respons her ar a short bullet list of the kei ...poin categori summar :nam ,12058 :dtyp object"
"instruct given a refer text about marcu ,morton ...te context marcu morton (1784 – februari ,6 )1864 wa ...an respons marcu morton wa born in .1784 he left the ...de categori _closedqa :nam ,12059 :dtyp object"
"instruct how mani string ar on a ?violin context nan respons four categori _openqa :nam ,12060 :dtyp object"
"instruct wher i seth mcfarlan ?from context nan respons ,kent connectit categori _openqa :nam ,12061 :dtyp object"
"instruct given the refer text about tottenham ...hotsp context tottenham hotspur football ,club commonli ...ref respons the nam of the stadium that wa replac by ...t categori _closedqa :nam ,12062 :dtyp object"
"instruct should investor tim the ?market context nan respons tim the market i bas on predict of ...t categori _generalqa :nam ,12063 :dtyp object"
"instruct what i the concept of a good lif accord ...t context nan respons on of the most tantal and theor ...abou categori _creativewt :nam ,12064 :dtyp object"
"instruct how much tim violint ling ling spent ...practi context in ,2017 twoset violin mad a comed ...referenc respons ling ling i the chuck norri of .violint ... categori _informationextract :nam ,12065 :dtyp object"
"instruct wa venic alwai part of ?itali context the republ of venic lost it independ ...w respons venic start off with refuge from ...neighbor categori summar :nam ,12066 :dtyp object"
"instruct how mani sid and vertic doe a polygon ?hav context nan respons a polygon i a gener cas for a two ...dimensio categori _generalqa :nam ,12067 :dtyp object"
"instruct what i detroit styl ?pizza context nan respons detroit pizza i cook in a squar or ...rectang categori _generalqa :nam ,12068 :dtyp object"
"instruct help me plan a trip to nova scotia context nan respons dai :\-1n start the dai with a walk tour ...of categori _creativewt :nam ,12069 :dtyp object"
"instruct sea or mountain context nan respons i believ mountain ar mor attract but ...oc categori brainstorm :nam ,12070 :dtyp object"
"instruct who ha host saturdai night liv the most ...in context nan respons actor alec baldwin ha host saturdai night ...l categori _openqa :nam ,12071 :dtyp object"
"instruct tell me whether thes show ar anim or ...no context nan respons south :park \:animatednrugt \animatedncurb ... categori classif :nam ,12072 :dtyp object"
"instruct giv me a bullet list of thing to consid ... context nan respons the follow should be consid when ...decidi categori brainstorm :nam ,12073 :dtyp object"
"instruct who invent scratch ? context modern scratch techniqu wer mad ...possibl respons a scratch wa a common discoveri mad by ...t categori _closedqa :nam ,12074 :dtyp object"
"instruct what i the potenti hydrogen ()ph of ?water context nan respons the potenti hydrogen of water measur how ...ac categori _openqa :nam ,12075 :dtyp object"
